22.98,4,2,,Montana
38.02,4,3,,Montana
41.06,4,4,,Montana
51.02,4,5,,Montana
58.94,4,7,,Montana
57.24,4,8,,Montana
56.62,4,9,,Montana
61.38,4,10,,Montana
28.95,4,13,,Montana
57.87,4,17,,Montana
62.63,4,20,,Montana
67.96,4,21,,Montana
67.6,4,22,,Montana
63.46,4,23,,Montana
62.19,4,25,,Montana
64.6,4,26,,Montana
66.03,4,27,,Montana
65.68,4,28,,Montana
75.68,4,29,,Montana
76.11,4,30,,Montana
67.02,5,2,,Montana
67.49,5,3,,Montana
61.6,5,4,,Montana
61.7,5,5,,Montana
65.82,5,6,,Montana
59.19,5,8,,Montana
59.19,5,9,,Montana
55.4,5,10,,Montana
51.6,5,11,,Montana
58.04,5,13,,Montana
68.63,3,10,,New Jersey
38.7,2,25,,Iowa
43.79,1,24,,Colorado
60.53,1,22,,California
72.78,5,12,,California
51.92,5,8,,Minnesota
64.91,1,3,,California
61.94,1,5,,California
64.37,1,6,,California
56.01,1,9,,California
57.41,1,15,,California
58.68,1,18,,California
60.62,1,19,,California
64.09,1,23,,California
64.91,1,29,,California
69.83,1,31,,California
71.21,2,1,,California
55.17,2,4,,California
58.88,2,5,,California
63.26,2,6,,California
65.3,2,7,,California
64.04,2,9,,California
66.18,2,10,,California
68.41,2,11,,California
67.78,2,12,,California
65.3,2,13,,California
63.96,2,14,,California
64.69,2,15,,California
67.83,2,17,,California
67.18,2,18,,California
65.53,2,19,,California
68.64,2,20,,California
71.01,2,21,,California
69.55,2,22,,California
73.75,2,25,,California
74.59,2,26,,California
75.71,2,27,,California
72.46,2,29,,California
64.21,3,1,,California
66.03,3,2,,California
72.84,3,3,,California
74,3,4,,California
59.97,3,8,,California
65.77,3,9,,California
68.27,3,10,,California
69.35,3,12,,California
60.8,3,20,,California
62.92,3,21,,California
65.63,3,22,,California
64.4,3,23,,California
58.23,3,26,,California
59.25,3,27,,California
68.64,4,1,,California
66.5,4,2,,California
65.15,4,3,,California
58.64,4,6,,California
61.93,4,7,,California
62.29,4,8,,California
60.66,4,9,,California
63.09,4,10,,California
66.64,4,11,,California
66.82,4,12,,California
66.8,4,13,,California
73.13,4,14,,California
76.21,4,15,,California
74.71,4,16,,California
69.77,4,17,,California
65.86,4,18,,California
66.37,4,19,,California
66.52,4,20,,California
70.11,4,21,,California
77.43,4,22,,California
79.8,4,23,,California
83.95,4,24,,California
84.19,4,25,,California
81.87,4,26,,California
80.17,4,27,,California
80.21,4,29,,California
78.27,4,30,,California
77.56,5,1,,California
76.58,5,2,,California
74.27,5,3,,California
78.29,5,4,,California
81.44,5,5,,California
83.44,5,6,,California
86.18,5,7,,California
86.49,5,8,,California
83.01,5,9,,California
79.71,5,10,,California
77.17,5,11,,California
29.3,2,14,,Missouri
51.11,2,13,,West Virginia
33.44,2,16,,Michigan
39.55,4,21,,Alaska
54.24,5,15,,Alaska
27.2,2,21,,New Hampshire
76.26,3,8,,Hawaii
79.57,4,25,,Hawaii
79.04,5,9,,Hawaii
81.53,5,16,,Hawaii
16.68,2,20,,Minnesota
58.93,3,21,,New Mexico
24.08,2,21,,Alaska
78.72,2,4,,Hawaii
78.26,2,16,,Hawaii
80.55,5,18,,Hawaii
51.67,2,12,,Maryland
42.54,1,21,,Mississippi
61.33,1,28,,Georgia
75.38,2,13,,Georgia
40.41,1,9,,Delaware
33.73,1,14,,Wisconsin
34.7,1,24,,Wisconsin
31.74,1,27,,Wisconsin
26.7,1,29,,Wisconsin
42.06,1,19,,Maryland
35.2,1,12,,Utah
49.57,2,23,,Utah
24.58,2,28,,Michigan
59.09,4,28,,Michigan
48.31,1,7,,Delaware
61.54,2,18,,Delaware
63.14,4,6,,Delaware
76.06,4,18,,Alabama
75.19,5,18,,Alabama
71.16,5,18,,Colorado
78.37,5,18,,Florida
38.81,2,11,,Illinois
12.02,1,2,,Alaska
3.52,1,6,,Alaska
8.88,1,10,,Alaska
13.47,1,11,,Alaska
18.54,1,15,,Alaska
15.66,1,17,,Alaska
10.25,1,25,,Alaska
8.64,1,31,,Alaska
19.02,3,6,,Alaska
26.99,3,30,,Alaska
28.39,4,7,,Alaska
42.29,4,24,,Alaska
54.74,5,8,,Alaska
7.69,1,29,,Alaska
55.58,5,16,,Alaska
7.03,1,4,,Alaska
17.32,1,22,,Alaska
8.53,2,1,,Alaska
13.98,2,12,,Alaska
16.05,2,16,,Alaska
21.11,2,25,,Alaska
33.71,3,14,,Alaska
34.48,3,15,,Alaska
30.43,3,27,,Alaska
25.09,3,29,,Alaska
43.03,4,14,,Alaska
5.12,1,28,,Alaska
22.27,2,17,,Alaska
30.19,2,18,,Alaska
17.43,3,11,,Alaska
35.62,3,22,,Alaska
38.63,3,25,,Alaska
17.16,2,7,,Alaska
36.58,3,17,,Alaska
39.66,3,19,,Alaska
58.97,5,11,,Alaska
39.29,4,11,,Alaska
40.02,3,13,,South Dakota
81.49,1,3,,Florida
80.47,1,14,,Florida
66.57,3,2,,Georgia
55.68,3,5,,Colorado
64.55,3,27,,Kansas
35.38,1,26,,Michigan
62.69,1,2,,California
19.68,1,21,,Iowa
53.39,2,21,,Texas
45.14,2,24,,Michigan
44.57,2,26,,Oklahoma
68.96,5,6,,Colorado
57.87,1,28,,South Carolina
69.4,1,27,,Texas
54.1,3,16,,Colorado
76.43,4,7,,Virginia
79.05,4,8,,Virginia
76.87,3,17,,Texas
41.94,1,21,,Alabama
64.63,2,15,,Louisiana
83.7,5,3,,Florida
35.66,3,2,,Wyoming
46.94,3,21,,Wyoming
75.48,5,18,,Mississippi
68.38,5,10,,North Carolina
9.72,2,19,,Minnesota
32.34,1,21,,North Dakota
51.41,2,28,,Missouri
37.1,1,3,,Colorado
43.78,1,16,,Missouri
61.07,3,5,,Nebraska
62.62,4,15,,Oklahoma
42.76,3,12,,North Dakota
85.43,5,3,,Georgia
70.73,5,9,,Georgia
82.76,5,15,,Georgia
66.85,5,11,,Tennessee
45.06,2,14,,Oklahoma
35.09,1,16,,Wyoming
63.01,5,13,,Wyoming
75.21,3,31,,Texas
75.77,4,17,,Texas
60.55,1,29,,Texas
68.26,1,6,,Florida
38.7,1,28,,Colorado
52.56,4,14,,Arkansas
82.19,5,1,,Nevada
58.01,1,10,,California
64.57,1,28,,California
57.73,3,8,,Maryland
79.06,4,13,,South Carolina
80.48,3,27,,North Carolina
53.09,1,6,,New Mexico
64.44,3,14,,Arizona
77.61,5,18,,Nevada
75.73,5,18,,Oklahoma
54.26,2,20,,Texas
66.55,5,18,,Virginia
58.97,2,14,,North Carolina
65.67,2,16,,California
49.72,1,28,,Virginia
37.2,1,30,,Colorado
44.83,2,21,,Arkansas
69.28,3,5,,Arkansas
78.45,5,5,,Arkansas
76.48,3,31,,Louisiana
37.7,1,4,,Illinois
63.8,1,26,,California
71.03,2,2,,Mississippi
77.5,3,14,,Alabama
57.68,3,19,,Arizona
77.46,3,13,,South Carolina
60.68,3,17,,Utah
65.02,3,31,,Utah
52.25,4,3,,Utah
38.33,3,19,,Minnesota
58.94,5,18,,Vermont
55.97,2,29,,Oregon
31.24,2,15,,Minnesota
40.45,2,23,,Minnesota
70.45,5,18,,Wyoming
62.88,4,29,,Minnesota
58.24,5,18,,Minnesota
62.62,1,1,,California
64.04,2,23,,California
73.03,3,5,,California
56.41,3,17,,California
71.43,2,13,,North Carolina
54.95,1,17,,California
61.93,4,23,,Minnesota
43.73,4,26,,Alaska
48.92,5,5,,Alaska
38.53,1,31,,New Hampshire
73.51,5,12,,Idaho
64.37,3,15,,New Mexico
78.11,1,2,,Hawaii
39.92,1,23,,Maryland
54.81,4,20,,Minnesota
41.22,1,1,,Ohio
28.34,1,20,,Ohio
53.63,4,20,,Michigan
43.99,3,22,,New Hampshire
23.62,1,21,,Wisconsin
23.87,1,12,,Wisconsin
28.4,1,13,,Wisconsin
27.38,1,30,,Wisconsin
32.77,1,31,,Wisconsin
34.96,1,18,,Maryland
50.3,5,6,,Alaska
34.84,2,21,,Michigan
26.2,2,27,,Michigan
39.43,3,23,,Michigan
56.22,4,3,,Michigan
53.97,4,6,,Michigan
41.99,4,10,,Michigan
69.25,5,2,,Michigan
83.13,5,18,,Texas
57.33,3,5,,Delaware
84.46,5,18,,New Mexico
59.76,5,18,,Oregon
69.32,5,18,,Montana
62.77,5,18,,Pennsylvania
60.83,1,4,,Alabama
69.1,5,18,,Kansas
61.9,5,18,,Washington
86.85,5,17,,Texas
58.87,1,12,,Ohio
69.26,5,18,,Idaho
76.22,5,18,,South Carolina
74.57,5,18,,Kentucky
56.06,5,18,,Iowa
65.19,5,18,,Missouri
60.95,5,18,,South Dakota
69.34,5,18,,North Dakota
31.05,2,29,,New York
61.06,5,18,,Nebraska
59.54,5,18,,New Hampshire
64.95,5,18,,Illinois
76.01,5,18,,Georgia
54.31,5,18,,Michigan
74.52,5,18,,Louisiana
58.64,5,18,,New York
41.88,1,30,,Utah
51.3,3,29,,Utah
83.27,5,17,,Utah
53.71,5,18,,Maine
51.39,5,18,,Wisconsin
80.89,5,18,,Utah
42.79,1,6,,Nebraska
73.11,5,18,,Tennessee
71.99,2,13,,Alabama
27.11,2,20,,Alaska
71.64,5,18,,Arkansas
83.97,4,13,,
52.23,5,18,,Rhode Island
72.22,5,18,,West Virginia
68.39,5,18,,Indiana
69.56,5,18,,Ohio
25.77,3,28,,Alaska
34.48,4,2,,Alaska
31.42,4,9,,Alaska
41.74,4,13,,Alaska
45.35,4,18,,Alaska
41.54,4,30,,Alaska
43.95,5,1,,Alaska
58.69,5,9,,Alaska
54.03,5,13,,Alaska
32.56,4,1,,Alaska
36.28,4,3,,Alaska
44.35,4,16,,Alaska
41.66,4,27,,Alaska
47.22,5,2,,Alaska
47.78,5,3,,Alaska
52.86,5,7,,Alaska
53.66,5,17,,Alaska
41.63,4,29,,Alaska
28.65,4,8,,Alaska
39.99,3,20,,Alaska
34.36,3,14,,South Dakota
62.19,1,25,,Louisiana
78.98,3,27,,Kentucky
77.32,3,20,,New Jersey
44.83,1,14,,Colorado
54.66,3,7,,North Carolina
71.1,2,3,,Louisiana
32.04,2,6,,Colorado
15.8,2,7,,North Dakota
26.25,2,18,,Wyoming
81.63,5,11,,Texas
82.51,4,8,,North Carolina
44.71,1,27,,Missouri
84.36,4,9,,Louisiana
67.35,3,12,,Missouri
63.07,3,26,,North Carolina
71.78,3,7,,Nebraska
66.1,2,18,,Georgia
45.7,1,4,,Colorado
41.97,2,18,,Nebraska
81.8,5,6,,Georgia
73.47,5,7,,Georgia
75.8,5,10,,Georgia
34.55,1,21,,Tennessee
20.82,2,5,,Wyoming
29.73,2,6,,Wyoming
86.68,3,26,,Texas
23.48,1,17,,Wisconsin
73.28,1,15,,Mississippi
47.45,2,6,,New Mexico
65.12,1,27,,Arizona
49.92,1,8,,Kentucky
68.28,1,13,,North Carolina
74.58,4,10,,North Carolina
71.1,4,3,,North Carolina
70.37,4,4,,North Carolina
54.62,2,15,,Arkansas
57.02,5,18,,New Jersey
68.83,2,8,,Texas
44.58,1,30,,Virginia
46.56,1,29,,Virginia
66.44,4,26,,Virginia
65.83,4,4,,Virginia
57.18,5,18,,Massachusetts
58.54,1,21,,California
56.44,4,9,,Wyoming
56.34,5,18,,Connecticut
63.43,5,18,,Maryland
58.66,2,28,,Arkansas
61.18,3,23,,Arkansas
70.8,3,25,,Arkansas
77.25,4,28,,Arkansas
81.69,5,1,,Arkansas
73.1,5,6,,Arkansas
77.82,3,30,,Louisiana
73.18,4,1,,Louisiana
74.19,4,2,,Louisiana
76.47,4,11,,Louisiana
58.77,5,18,,Delaware
65.4,2,8,,California
72.06,5,14,,California
51.52,4,16,,New Jersey
53.14,3,27,,Iowa
61.13,5,1,,Michigan
65.17,4,28,,Virginia
28.23,1,9,,Minnesota
64.16,3,4,,Tennessee
35.17,1,11,,Utah
75.06,5,3,,Utah
51.92,3,16,,Oregon
54.12,3,23,,South Dakota
72.52,5,17,,Wyoming
69.16,4,27,,Minnesota
48.22,2,15,,North Carolina
67.91,5,8,,North Carolina
60.25,3,14,,California
83.8,4,20,,Texas
37.68,2,2,,New York
63.15,4,22,,Minnesota
59.07,2,3,,California
81.99,5,2,,Georgia
82.9,5,18,,
38.76,4,5,,Alaska
77.46,2,17,,Hawaii
78.59,4,3,,Hawaii
70.49,4,17,,New Mexico
84.46,4,27,,New Mexico
80.43,2,13,,Hawaii
78.15,1,6,,Hawaii
67.86,2,1,,Florida
69.8,1,8,,Florida
54.06,2,11,,Maryland
82.08,5,13,,Louisiana
69.71,4,14,,Louisiana
47.13,1,1,,Maryland
84.26,5,11,,Florida
48.13,1,14,,Ohio
44.2,1,17,,Utah
48.93,2,9,,Utah
46.97,2,23,,Michigan
42.94,3,24,,Michigan
45.91,3,30,,Michigan
38.72,4,14,,Michigan
53.53,4,25,,Michigan
57.32,4,26,,Michigan
75.36,4,29,,Alabama
59.95,4,8,,Wyoming
59.25,1,17,,South Carolina
32.14,2,21,,New York
80.77,3,24,,
37.95,2,27,,Illinois
33.11,4,6,,Alaska
41.13,4,12,,Alaska
41.62,4,23,,Alaska
53.39,5,14,,Alaska
38.6,4,4,,Alaska
44.27,4,19,,Alaska
24.94,1,12,,South Dakota
28.42,1,13,,South Dakota
27.53,2,4,,South Dakota
29.67,2,18,,South Dakota
58.81,3,11,,South Dakota
72.89,3,3,,Georgia
36.39,1,19,,Colorado
69.39,2,3,,Kentucky
56.76,1,13,,California
90.62,3,26,,Oklahoma
62.22,1,9,,South Carolina
60.27,2,19,,Texas
54.77,2,27,,Louisiana
34.25,1,1,,Michigan
65.9,5,7,,Ohio
51.11,5,9,,Ohio
21.78,2,14,,Indiana
42.14,2,11,,Nebraska
79.18,4,16,,Florida
78.97,4,30,,Nebraska
37.55,1,6,,Colorado
34.61,1,17,,Missouri
72.49,3,9,,Texas
30.11,3,9,,North Dakota
83.42,5,4,,Louisiana
68.47,4,29,,Washington
74.91,4,27,,Georgia
86.42,5,4,,Georgia
59.55,2,23,,North Carolina
44.37,2,1,,New Jersey
66.26,3,8,,Tennessee
68.79,1,11,,Tennessee
26.07,2,11,,Wyoming
66.07,2,7,,Texas
84.08,5,6,,Texas
29.91,2,16,,Wisconsin
61.67,2,6,,Mississippi
77.99,3,10,,Florida
75.32,5,15,,Nevada
88.49,5,15,,Texas
70.15,4,22,,Illinois
69.83,5,13,,California
79.05,5,16,,California
72.04,3,13,,Maryland
64.29,3,1,,New Mexico
75.59,5,5,,North Carolina
70.7,3,31,,North Carolina
55.48,1,11,,Arizona
60.75,1,13,,Arizona
51.88,2,4,,Arizona
50.05,1,17,,Virginia
60.52,2,27,,North Carolina
64.75,1,25,,California
79.89,5,10,,Texas
76.1,5,15,,California
56.73,1,25,,Virginia
45.88,1,31,,Virginia
52.31,3,23,,Virginia
43.49,2,16,,Illinois
59.22,3,14,,Delaware
68.38,2,24,,California
23.73,2,20,,Wyoming
59.66,4,7,,Wyoming
39.26,1,21,,Arkansas
41.78,2,14,,Arkansas
68.7,3,3,,Arkansas
61.03,3,4,,Arkansas
69.98,3,13,,Arkansas
72.37,3,20,,Arkansas
70.76,4,1,,Arkansas
79.9,4,21,,Arkansas
75.18,4,30,,Arkansas
67.91,5,11,,Arkansas
81.4,5,14,,Arkansas
78.68,5,15,,Arkansas
83.42,4,8,,Louisiana
86.29,4,29,,Texas
57.1,1,12,,California
64.86,1,24,,California
64.06,1,27,,California
65.2,3,7,,California
65.84,3,13,,California
79.49,4,25,,Nevada
66.64,3,8,,Alabama
51.47,1,29,,North Carolina
77.19,5,3,,Indiana
45.66,1,4,,New York
1.98,1,16,,Minnesota
40.64,1,22,,Idaho
69.38,1,1,,Florida
68.15,1,5,,Florida
80.9,1,12,,Florida
75.71,1,19,,Florida
66.15,2,2,,Florida
81.88,4,11,,Florida
59.79,4,4,,Utah
80.42,5,6,,Utah
73.27,5,8,,Utah
61.3,3,26,,Pennsylvania
41.61,1,31,,Nebraska
52.28,3,17,,Wyoming
69.93,4,10,,Oregon
41,2,22,,Minnesota
64.66,2,28,,Oklahoma
24.18,2,28,,Minnesota
40.39,3,3,,Wisconsin
72.37,5,5,,Virginia
76.84,2,17,,Texas
47.37,4,10,,New York
73.6,5,4,,Massachusetts
69.81,5,1,,Montana
38.41,1,2,,Utah
50.11,2,7,,Utah
70.21,5,15,,Utah
61.62,1,7,,Mississippi
73.55,4,20,,Mississippi
69.56,1,20,,Florida
36.1,3,21,,Indiana
63.65,2,2,,Georgia
55.52,2,23,,New Mexico
74.88,2,8,,Hawaii
79.13,2,15,,Hawaii
78.24,1,7,,Hawaii
79.07,1,27,,Hawaii
75.14,2,4,,Florida
62.97,5,6,,Virginia
51.64,4,15,,New Hampshire
49.7,1,2,,Maryland
45.42,1,7,,Maryland
40.01,1,6,,Utah
34.96,2,18,,Michigan
23.8,2,20,,Michigan
42.19,2,22,,Michigan
80.54,3,30,,North Carolina
62.34,1,28,,Alabama
69.61,1,14,,Alabama
63.09,1,2,,Texas
49.43,2,28,,Virginia
38.76,2,13,,New York
51.85,3,4,,Illinois
36.93,2,21,,Illinois
16.57,1,1,,Alaska
39,1,1,,South Dakota
39.63,1,2,,South Dakota
37.24,1,3,,South Dakota
39.39,1,4,,South Dakota
44.06,1,5,,South Dakota
38.38,1,6,,South Dakota
36.18,1,7,,South Dakota
27.67,1,8,,South Dakota
31.28,1,9,,South Dakota
27.34,1,10,,South Dakota
14.45,1,11,,South Dakota
26.11,1,14,,South Dakota
14.19,1,15,,South Dakota
14.2,1,16,,South Dakota
29.7,1,17,,South Dakota
28.26,1,18,,South Dakota
11.65,1,19,,South Dakota
16.88,1,20,,South Dakota
34.92,1,21,,South Dakota
40.36,1,22,,South Dakota
37.4,1,23,,South Dakota
30.66,1,24,,South Dakota
34.6,1,25,,South Dakota
40.06,1,26,,South Dakota
36.35,1,27,,South Dakota
33.31,1,28,,South Dakota
33.83,1,29,,South Dakota
36.42,1,30,,South Dakota
37.82,1,31,,South Dakota
48.38,2,1,,South Dakota
49.74,2,2,,South Dakota
37.25,2,3,,South Dakota
30.96,2,5,,South Dakota
33.37,2,6,,South Dakota
30.52,2,7,,South Dakota
32.94,2,8,,South Dakota
31.57,2,9,,South Dakota
32.55,2,10,,South Dakota
