4,44,23,0,0,0
5,28,2,0,0,0
5,44,34,0,0,0
6,27,2,0,0,0
8,26,2,0,0,0
8,29,2,0,0,0
9,31,2,0,0,0
9,32,2,0,0,0
9,50,34,0,0,0
10,25,2,0,0,0
10,30,2,0,0,0
10,50,23,0,0,0
11,44,41,0,0,0
13,45,49,0,0,0
14,24,2,0,0,0
14,33,2,0,0,0
14,43,2,0,0,0
14,44,2,0,0,0
14,45,2,0,0,0
14,46,2,0,0,0
14,64,2,0,0,0
15,42,2,0,0,0
15,63,2,0,0,0
16,47,2,0,0,0
16,65,2,0,0,0
16,38,34,0,0,0
16,51,49,0,0,0
17,22,2,0,0,0
17,23,2,0,0,0
17,38,2,0,0,0
17,71,2,0,0,0
17,45,13,2,0,0
17,51,23,0,0,0
18,54,2,0,0,0
18,59,2,0,0,0
18,70,2,0,0,0
18,45,15,0,0,0
18,45,23,0,0,0
18,50,41,0,0,0
19,53,2,0,0,0
19,55,2,0,0,0
19,58,2,0,0,0
19,66,2,0,0,0
19,28,23,0,0,0
19,75,26,6,0,0
19,49,34,0,0,0
19,35,50,0,0,0
20,34,2,0,0,0
20,39,2,0,0,0
20,60,2,0,0,0
20,35,23,0,0,0
20,39,23,0,0,0
21,37,2,0,0,0
21,41,2,0,0,0
21,56,2,0,0,0
21,57,2,0,0,0
21,62,2,0,0,0
21,67,2,0,0,0
21,69,2,0,0,0
21,51,15,0,0,0
21,29,23,0,0,0
21,80,34,26,0,0
21,36,50,0,0,0
22,48,2,0,0,0
22,36,6,0,0,0
22,45,14,0,0,0
22,45,22,0,0,0
22,58,23,0,0,0
22,50,49,0,0,0
22,50,50,0,0,0
23,35,2,0,0,0
23,36,2,0,0,0
23,61,2,0,0,0
23,68,2,0,0,0
23,40,19,0,0,0
23,46,19,0,0,0
23,40,23,0,0,0
23,93,26,241,5,0
23,35,34,0,0,0
23,94,34,173,3,0
23,46,45,0,0,0
24,52,2,0,0,0
24,72,2,1,0,0
24,35,6,0,0,0
24,44,15,0,0,0
24,52,19,0,0,0
24,51,22,0,0,0
24,38,23,0,0,0
24,47,23,0,0,0
