36,4/16/20,Wyoming,296,2,0
37,3/17/20,Alaska,6,0,0
37,3/18/20,Alaska,6,0,0
37,3/21/20,Alaska,20,6,0
37,1/22/20,Arkansas,0,0,0
37,1/30/20,Colorado,0,0,0
37,2/18/20,Colorado,0,0,0
37,2/21/20,Delaware,0,0,0
37,1/24/20,Illinois,1,0,0
37,2/12/20,Illinois,2,0,0
37,2/19/20,Illinois,2,0,0
37,2/21/20,Illinois,2,0,0
37,2/28/20,Illinois,2,0,0
37,1/27/20,Indiana,0,0,0
37,2/9/20,Indiana,0,0,0
37,2/12/20,Indiana,0,0,0
37,2/26/20,Indiana,0,0,0
37,2/9/20,Iowa,0,0,0
37,2/14/20,Kansas,0,0,0
37,2/20/20,Kansas,0,0,0
37,2/7/20,Kentucky,0,0,0
37,1/25/20,Maine,0,0,0
37,1/28/20,Maine,0,0,0
37,2/12/20,Maine,0,0,0
37,2/28/20,Maine,0,0,0
37,3/7/20,Maine,0,0,0
37,3/17/20,Maine,31,0,0
37,1/22/20,Maryland,0,0,0
37,2/15/20,Maryland,0,0,0
37,2/21/20,Maryland,0,0,0
37,3/1/20,Massachusetts,1,0,0
37,1/25/20,Michigan,0,0,0
37,2/24/20,Minnesota,0,0,0
37,2/29/20,Minnesota,0,0,0
37,1/24/20,Missouri,0,0,0
37,1/30/20,Missouri,0,0,0
37,2/5/20,Montana,0,0,0
37,2/11/20,Montana,0,0,0
37,2/7/20,Nebraska,0,0,0
37,2/26/20,Nebraska,0,0,0
37,3/15/20,Nebraska,18,0,0
37,4/3/20,Nebraska,284,6,0
37,2/4/20,Nevada,0,0,0
37,2/1/20,New Hampshire,0,0,0
37,2/11/20,New Hampshire,0,0,0
37,2/13/20,New Hampshire,0,0,0
37,2/17/20,New Hampshire,0,0,0
37,3/23/20,New Hampshire,102,1,0
37,2/1/20,New York,0,0,0
37,2/28/20,New York,0,0,0
37,3/1/20,New York,0,0,0
37,1/30/20,Pennsylvania,0,0,0
37,2/29/20,Rhode Island,0,0,0
37,1/23/20,South Dakota,0,0,0
37,2/3/20,South Dakota,0,0,0
37,2/14/20,South Dakota,0,0,0
37,3/16/20,South Dakota,10,1,0
37,4/12/20,South Dakota,730,5,0
37,2/10/20,Vermont,0,0,0
37,2/19/20,Vermont,0,0,0
37,2/22/20,Vermont,0,0,0
37,3/23/20,Vermont,76,4,0
37,1/30/20,West Virginia,0,0,0
37,2/14/20,West Virginia,0,0,0
37,2/1/20,Wisconsin,0,0,0
37,3/6/20,Wisconsin,0,0,0
37,3/15/20,Wisconsin,33,0,0
37,3/16/20,Wisconsin,47,0,0
37,3/22/20,Wisconsin,381,4,0
37,1/28/20,Wyoming,0,0,0
37,2/8/20,Wyoming,0,0,0
37,2/15/20,Wyoming,0,0,0
37,2/24/20,Wyoming,0,0,0
37,2/27/20,Wyoming,0,0,0
37,3/20/20,Wyoming,22,0,0
37,4/14/20,Wyoming,282,1,0
38,3/23/20,Alaska,37,0,0
38,2/6/20,Arkansas,0,0,0
38,1/29/20,Colorado,0,0,0
38,3/20/20,Colorado,362,4,0
38,1/30/20,Connecticut,0,0,0
38,2/29/20,Connecticut,0,0,0
38,1/30/20,Idaho,0,0,0
38,2/10/20,Idaho,0,0,0
38,2/21/20,Idaho,0,0,0
38,2/25/20,Idaho,0,0,0
38,1/26/20,Illinois,1,0,0
38,2/27/20,Illinois,2,0,0
38,3/22/20,Illinois,1049,8,0
38,1/26/20,Indiana,0,0,0
38,1/31/20,Indiana,0,0,0
38,2/15/20,Indiana,0,0,0
38,3/22/20,Indiana,200,14,0
38,3/15/20,Iowa,18,0,0
38,1/24/20,Maine,0,0,0
38,2/22/20,Maine,0,0,0
38,1/30/20,Massachusetts,0,0,0
38,2/8/20,Massachusetts,1,0,0
38,2/29/20,Massachusetts,1,0,0
38,3/14/20,Michigan,33,0,0
38,3/15/20,Michigan,55,0,0
38,3/3/20,Minnesota,0,0,0
38,3/19/20,Minnesota,89,0,0
38,1/28/20,Missouri,0,0,0
38,2/6/20,Montana,0,0,0
38,2/15/20,Montana,0,0,0
38,2/17/20,Montana,0,0,0
38,3/20/20,Montana,19,0,0
38,4/3/20,Montana,262,5,0
38,1/24/20,Nebraska,0,0,0
38,1/28/20,Nebraska,0,0,0
38,4/13/20,Nebraska,832,14,0
38,2/10/20,New Hampshire,0,0,0
38,2/12/20,New Hampshire,0,0,0
38,1/28/20,New York,0,0,0
38,2/2/20,New York,0,0,0
38,3/3/20,North Dakota,0,0,0
38,4/15/20,North Dakota,365,9,0
38,1/26/20,Ohio,0,0,0
38,2/1/20,Ohio,0,0,0
38,2/12/20,Ohio,0,0,0
38,1/29/20,Pennsylvania,0,0,0
38,2/28/20,Pennsylvania,0,0,0
38,1/30/20,Rhode Island,0,0,0
38,2/8/20,Rhode Island,0,0,0
38,2/9/20,Rhode Island,0,0,0
38,1/31/20,South Dakota,0,0,0
38,2/16/20,South Dakota,0,0,0
38,2/14/20,Tennessee,0,0,0
38,2/11/20,Utah,0,0,0
38,1/27/20,Vermont,0,0,0
38,3/22/20,Vermont,53,2,0
38,3/24/20,Vermont,95,6,0
38,1/27/20,West Virginia,0,0,0
38,1/28/20,West Virginia,0,0,0
38,1/23/20,Wyoming,0,0,0
38,1/31/20,Wyoming,0,0,0
39,3/24/20,Alaska,42,0,0
39,3/25/20,Alaska,59,1,0
39,4/4/20,Alaska,171,5,0
39,4/5/20,Alaska,185,7,0
39,4/11/20,Alaska,258,8,0
39,1/28/20,Colorado,0,0,0
39,2/9/20,Connecticut,0,0,0
39,3/1/20,Connecticut,0,0,0
39,1/22/20,Delaware,0,0,0
39,1/29/20,Idaho,0,0,0
39,2/6/20,Idaho,0,0,0
39,2/9/20,Idaho,0,0,0
39,2/11/20,Idaho,0,0,0
39,2/17/20,Idaho,0,0,0
39,1/31/20,Illinois,2,0,0
39,2/11/20,Illinois,2,0,0
39,2/15/20,Illinois,2,0,0
39,3/21/20,Illinois,752,6,0
39,1/25/20,Indiana,0,0,0
39,2/1/20,Indiana,0,0,0
39,2/1/20,Iowa,0,0,0
39,2/25/20,Iowa,0,0,0
39,2/26/20,Kansas,0,0,0
39,2/21/20,Kentucky,0,0,0
39,1/23/20,Maine,0,0,0
39,2/14/20,Massachusetts,1,0,0
39,2/4/20,Michigan,0,0,0
39,2/25/20,Michigan,0,0,0
39,3/6/20,Michigan,0,0,0
39,3/23/20,Michigan,1328,14,0
39,4/14/20,Michigan,27001,1768,0
39,3/4/20,Minnesota,0,0,0
39,3/5/20,Minnesota,0,0,0
39,3/17/20,Minnesota,60,0,0
39,3/22/20,Minnesota,169,1,0
39,1/25/20,Missouri,0,0,0
39,2/7/20,Missouri,0,0,0
39,2/12/20,Missouri,0,0,0
39,2/20/20,Missouri,0,0,0
39,2/26/20,Missouri,0,0,0
39,2/14/20,Montana,0,0,0
39,2/16/20,Montana,0,0,0
39,2/20/20,Montana,0,0,0
39,3/18/20,Montana,12,0,0
39,4/16/20,Montana,413,9,0
39,2/6/20,Nebraska,0,0,0
39,1/28/20,New Hampshire,0,0,0
39,1/31/20,New Hampshire,0,0,0
39,2/5/20,New Hampshire,0,0,0
